experiment_id,images_id,images_id_sorted,number_of_images,area_of_images_km2,area_of_images_over_aoi,overlapping_area_inside_aoi,total_cost_of_images
0,17-12-7-23-5-11-1-4,1-4-5-7-11-12-17-23,8,8923.93421946109,3.180152468002046,0.0,0.0
