experiment_id,images_id,images_id_sorted,number_of_images,area_of_images_km2,area_of_images_over_aoi,overlapping_area_inside_aoi,total_cost_of_images
0,2-5-9-12-13-24-26-29,2-5-9-12-13-24-26-29,8,6891.679612886213,3.3762781267243778,0.0,0.0
