experiment_id,images_id,images_id_sorted,number_of_images,area_of_images_km2,area_of_images_over_aoi,overlapping_area_inside_aoi,total_cost_of_images
37,20-4-13-18-12-9-7-14-23-21-3-25-19-10-5-16-1-15-11-6,1-3-4-5-6-7-9-10-11-12-13-14-15-16-18-19-20-21-23-25,20,9180.494823264751,5.533712966683412,0.0,0.0
38,22-2-24-9-0-23-12-5-8-18-7-26-1-29-21-3-4-10-6-19-25-20-15-11-16,0-1-2-3-4-5-6-7-8-9-10-11-12-15-16-18-19-20-21-22-23-24-25-26-29,25,11089.051467533774,6.684130765871871,0.0,0.0
39,15-20-9-29-25-10-23-21-0-4-19-11-18-7-5-3-6-16,0-3-4-5-6-7-9-10-11-15-16-18-19-20-21-23-25-29,18,7999.8085978346035,4.822032517968356,0.0,0.0
40,18-3-21-1-8-20-15-6-4-29-23-9-11-16,1-3-4-6-8-9-11-15-16-18-20-21-23-29,14,6848.605469509872,4.128123551062405,0.0,0.0
41,1-27-18-25-9-14-7-20-16-5-21-2-15-6-19-11,1-2-5-6-7-9-11-14-15-16-18-19-20-21-25-27,16,7479.922420543493,4.508661513914763,0.0,0.0
42,13-5-11-27-9-23-24-18-10-19-1-0-3-6-29-15-16-20,0-1-3-5-6-9-10-11-13-15-16-18-19-20-23-24-27-29,18,8022.632174190864,4.83578985053704,0.0,0.0
43,26-23-28-19-10-13-7-27-18-8-12-17-9-29-15-25-21-0-20-1-16-6-11,0-1-6-7-8-9-10-11-12-13-15-16-17-18-19-20-21-23-25-26-27-28-29,23,10745.463489263944,6.477026760352466,0.0,0.0
44,0-26-28-17-3-1-6-4-8-19-29-27-16-5-11-15-20,0-1-3-4-5-6-8-11-15-16-17-19-20-26-27-28-29,17,7818.852206361777,4.712957707821977,0.0,0.0
45,15-14-27-16-2-26-6-20-25-19-1-11,1-2-6-11-14-15-16-19-20-25-26-27,12,5995.348452689145,3.613807110740581,0.0,0.0
46,7-20-23-14-1-8-18-11-10-27-29-6-5-0-15-16-4,0-1-4-5-6-7-8-10-11-14-15-16-18-20-23-27-29,17,7708.874614852991,4.646666681478328,0.0,0.0
47,27-11-5-6-1-18-23-2-14-3-21-4-7-20-10-15-16,1-2-3-4-5-6-7-10-11-14-15-16-18-20-21-23-27,17,7784.239113072016,4.692094025978904,0.0,0.0
48,23-20-21-27-6-28-16-7-19-13-17-8-15-1-25-9-11,1-6-7-8-9-11-13-15-16-17-19-20-21-23-25-27-28,17,8296.938053162032,5.001132789945228,0.0,0.0
49,5-27-29-12-10-28-21-1-20-15-22-8-18-23-9-6-11-16-4,1-4-5-6-8-9-10-11-12-15-16-18-20-21-22-23-27-28-29,19,9269.775246913221,5.587528392488405,0.0,0.0
50,1-10-16-21-18-2-4-6-8-9-15-11-20,1-2-4-6-8-9-10-11-15-16-18-20-21,13,7014.317937956703,4.2280098048034915,0.0,0.0
51,27-6-14-1-15-25-4-22-3-29-24-21-10-7-19-11-23-16-20,1-3-4-6-7-10-11-14-15-16-19-20-21-22-23-24-25-27-29,19,8498.391153365887,5.122562370184368,0.0,0.0
52,29-10-16-9-19-27-25-6-20-5-12-11-2-21-15,2-5-6-9-10-11-12-15-16-19-20-21-25-27-29,15,7426.174183555113,4.476263770472302,0.0,0.0
