experiment_id,images_id,images_id_sorted,number_of_images,area_of_images_km2,area_of_images_over_aoi,overlapping_area_inside_aoi,total_cost_of_images,run_time_seconds
0,1-327,1-327,2,41003.46285652266,8.311297674937487,0.0,866723,276.30251383781433
